date, pm25, pm10, o3, no2, so2, co
2018/5/13, 45, 26, 40, 10, 1, 2
2018/5/14, 45, 25, 34, 10, 1, 3
2018/5/15, 58, 21, 31, 8, , 3
2018/5/16, 56, 21, 28, 7, , 3
2018/5/17, 51, 25, 30, 8, , 3
2018/5/18, 56, 22, 37, 7, , 2
2018/5/19, 36, 17, 40, 8, , 2
2018/5/20, 37, 17, 35, 10, 1, 2
2018/5/21, 35, 23, 46, 10, 2, 2
2018/5/22, 50, 28, 47, 15, 1, 3
2018/5/23, 52, 23, 45, 13, 1, 3
2018/5/24, 46, 26, 39, 18, 1, 3
2018/5/25, 50, 23, 41, 10, 1, 3
2018/5/26, 59, 26, 44, 7, 1, 3
2018/5/27, 63, 26, 43, 11, 1, 3
2018/5/28, 45, 29, 43, 12, 2, 2
2018/5/29, 52, 37, 49, 13, 1, 3
2018/5/30, 63, 40, 62, 19, 3, 4
2018/5/31, 67, 37, 48, 13, 1, 3
2018/6/1, 66, 29, 52, 4, 1, 2
2018/6/2, 71, 34, 39, 4, , 3
2018/6/3, 105, 28, 51, 6, , 3
2018/6/4, 67, 28, 43, 7, 1, 2
2018/6/5, 62, 20, 31, 8, , 1
2018/6/6, 14, 26, 43, 10, 1, 2
2018/6/7, 32, 27, 58, 13, 2, 2
2018/6/8, 47, 29, 58, 10, 1, 2
2018/6/9, 51, 27, 60, 8, 1, 2
2018/6/10, 52, 30, 47, 5, , 3
2018/6/11, 66, 30, 41, 9, 1, 2
2018/6/12, 59, 22, 36, 8, 1, 2
2018/6/13, 40, 24, 39, 8, 1, 2
2018/6/14, 49, 25, 41, 10, 1, 2
2018/6/15, 49, 28, 41, 11, , 3
2018/6/16, 49, 24, 47, 8, 1, 2
2018/6/17, 48, 35, 51, 10, 3, 3
2018/6/18, 61, 25, 39, 6, 1, 2
2018/6/19, 48, 23, 40, 7, 1, 2
2018/6/20, 43, 34, 52, 7, 1, 2
2018/6/21, 52, 16, 29, 3, , 1
2018/6/22, 21, 18, 26, 4, , 2
2018/6/23, 31, 15, 28, 3, , 2
2018/6/24, 28, 21, 27, 5, , 2
2018/6/25, 41, 20, 24, 9, , 2
2018/6/26, 43, 21, 34, 10, , 3
2018/6/27, 44, 26, 42, 9, , 3
2018/6/28, 42, 27, 43, 9, 1, 3
2018/6/29, 52, 14, 24, 4, , 1
2018/6/30, 16, 12, 24, 3, 2, 1
2018/1/1, 88, 42, 14, 13, 4, 6
2018/1/2, 107, 25, 19, 12, 3, 5
2018/1/3, 68, 22, 23, 10, 3, 4
2018/1/4, 57, 26, 19, 11, 3, 4
2018/1/5, 66, 49, 16, 14, 6, 10
2018/1/6, 109, 32, 14, 11, 4, 6
2018/1/7, 87, 35, 17, 21, 6, 6
2018/1/8, 85, 32, 17, 17, 6, 4
2018/1/9, 78, 40, 10, 14, 6, 6
2018/1/10, 93, 41, 5, 11, 4, 5
2018/1/11, 103, 32, 14, 9, 3, 4
2018/1/12, 84, 24, 20, 8, 3, 3
2018/1/13, 62, 30, 15, 10, 5, 3
2018/1/14, 74, 34, 15, 11, 4, 4
2018/1/15, 84, 43, 11, 14, 6, 5
2018/1/16, 110, 30, 22, 12, 5, 4
2018/1/17, 75, 24, 21, 11, 3, 3
2018/1/18, 66, 25, 20, 9, 3, 3
2018/1/19, 68, 51, 13, 17, 7, 7
2018/1/20, 132, 64, 14, 17, 7, 8
2018/1/21, 155, 40, 22, 17, 5, 5
2018/1/22, 112, 49, 18, 18, 6, 5
2018/1/23, 129, 54, 11, 18, 8, 7
2018/1/24, 145, 38, 16, 17, 7, 6
2018/1/25, 106, 56, 15, 23, 9, 8
2018/1/26, 138, 61, 3, 15, 5, 9
2018/1/27, 154, 27, 17, 8, 4, 4
2018/1/28, 70, 10, 19, 5, 2, 3
2018/1/29, 19, 15, 28, 5, 2, 2
2018/1/30, 42, 32, 19, 14, 5, 5
2018/1/31, 76, 33, 21, 15, 5, 5
2018/2/1, 93, 42, 17, 18, 5, 7
2018/2/2, 104, 51, 14, 17, 7, 7
2018/2/3, 136, 35, 20, 10, 3, 4
2018/2/4, 101, 26, 24, 9, 4, 3
2018/2/5, 61, 46, 23, 16, 5, 6
2018/2/6, 116, 58, 14, 19, 8, 7
2018/2/7, 148, 64, 9, 15, 4, 6
2018/2/8, 151, 61, 12, 19, 5, 6
2018/2/9, 156, 68, 6, 16, 6, 7
2018/2/10, 163, 65, 18, 15, 7, 7
2018/2/11, 156, 59, 16, 19, 8, 9
2018/2/12, 142, 65, 6, 25, 8, 10
2018/2/13, 160, 55, 14, 19, 5, 7
2018/2/14, 143, 42, 19, 16, 4, 4
2018/2/15, 112, 53, 16, 18, 6, 7
2018/2/16, 137, 43, 16, 12, 4, 5
2018/2/17, 109, 33, 24, 9, 5, 4
2018/2/18, 83, 43, 18, 18, 6, 6
2018/2/19, 114, 44, 25, 15, 7, 6
2018/2/20, 107, 43, 19, 15, 4, 5
2018/2/21, 110, 43, 20, 16, 5, 5
2018/2/22, 106, 50, 20, 18, 6, 6
2018/2/23, 126, 36, 25, 10, 4, 4
2018/2/24, 89, 33, 25, 7, 4, 4
2018/2/25, 81, 41, 23, 13, 5, 5
2018/2/26, 102, 49, 23, 17, 6, 6
2018/2/27, 118, 36, 23, 13, 5, 4
2018/2/28, 89, 52, 18, 17, 7, 6
2018/3/1, 120, 54, 21, 17, 6, 6
2018/3/2, 137, 60, 24, 19, 7, 7
2018/3/3, 144, 71, 29, 22, 9, 9
2018/3/4, 163, 75, 25, 25, 10, 9
2018/3/5, 165, 65, 22, 23, 8, 8
2018/3/6, 157, 76, 16, 19, 5, 9
2018/3/7, 150, 50, 16, 18, 6, 7
2018/3/8, 119, 40, 28, 16, 4, 6
2018/3/9, 92, 52, 23, 20, 7, 7
2018/3/10, 116, 47, 30, 13, 5, 6
2018/3/11, 103, 33, 23, 13, 3, 4
2018/3/12, 68, 26, 24, 11, 3, 4
2018/3/13, 66, 32, 14, 12, 3, 4
2018/3/14, 74, 38, 18, 12, 2, 4
2018/3/15, 90, 29, 22, 9, 2, 4
2018/3/16, 68, 25, 31, 6, 3, 3
2018/3/17, 59, 26, 34, 6, 3, 3
2018/3/18, 55, 36, 34, 14, 5, 4
2018/3/19, 82, 46, 32, 18, 5, 5
2018/3/20, 98, 33, 31, 13, 5, 4
2018/3/21, 67, 41, 28, 14, 5, 5
2018/3/22, 96, 47, 17, 17, 4, 5
2018/3/23, 122, 55, 31, 20, 5, 6
2018/3/24, 135, 49, 41, 14, 5, 5
2018/3/25, 115, 53, 36, 15, 5, 5
2018/3/26, 117, 39, 23, 13, 2, 4
2018/3/27, 88, 35, 23, 15, 3, 4
2018/3/28, 78, 37, 23, 17, 3, 5
2018/3/29, 91, 38, 36, 16, 4, 5
2018/3/30, 90, 47, 21, 12, 3, 5
2018/3/31, 116, 26, 28, 6, 1, 4
2017/10/1, 85, 44, 35, 15, 3, 5
2017/10/2, 82, 31, 29, 12, 1, 4
2017/10/3, 71, 21, 22, 7, 1, 3
2017/10/4, 45, 21, 22, 10, 1, 4
2017/10/5, 43, 15, 24, 8, 1, 3
2017/10/6, 38, 20, 19, 6, 1, 4
2017/10/7, 49, 18, 22, 6, 1, 4
2017/10/8, 40, 18, 24, 5, 1, 3
2017/10/9, 40, 21, 23, 7, 1, 3
2017/10/10, 54, 24, 12, 9, 2, 4
2017/10/11, 63, 21, 22, 8, 2, 4
2017/10/12, 50, 23, 24, 7, 3, 3
2017/10/13, 47, 31, 16, 9, 3, 4
2017/10/14, 72, 31, 19, 8, 3, 6
2017/10/15, 78, 45, 26, 19, 3, 7
2017/10/16, 96, 49, 24, 22, 4, 6
2017/10/17, 100, 50, 29, 24, 4, 7
2017/10/18, 107, 62, 7, 23, 3, 8
2017/10/19, 151, 50, 18, 13, 2, 5
2017/10/20, 115, 49, 17, 13, 3, 6
2017/10/21, 119, 46, 10, 12, 4, 6
2017/10/22, 105, 35, 10, 12, 3, 5
2017/10/23, 82, 34, 9, 13, 3, 5
2017/10/24, 79, 34, 12, 14, 3, 6
2017/10/25, 85, 19, 21, 8, 2, 4
2017/10/26, 43, 18, 17, 9, 4, 3
2017/10/27, 48, 13, 20, 5, 2, 3
2017/10/28, 33, 11, 27, 5, 3, 3
2017/10/29, 26, 15, 24, 6, 3, 2
2017/10/30, 32, 26, 23, 10, 4, 3
2017/10/31, 60, 27, 16, 4, 2, 3
2017/11/1, 68, 32, 11, 12, 3, 5
2017/11/2, 74, 22, 15, 9, 3, 4
2017/11/3, 59, 34, 20, 13, 5, 5
2017/11/4, 77, 38, 18, 11, 6, 6
2017/11/5, 87, 44, 12, 13, 5, 6
2017/11/6, 98, 39, 12, 12, 3, 5
2017/11/7, 89, 42, 14, 12, 5, 4
2017/11/8, 82, 53, 10, 13, 5, 5
2017/11/9, 118, 44, 13, 12, 4, 5
2017/11/10, 100, 21, 26, 6, 3, 3
2017/11/11, 50, 27, 21, 9, 4, 4
2017/11/12, 65, 37, 12, 13, 6, 5
2017/11/13, 92, 36, 16, 12, 5, 5
2017/11/14, 85, 46, 11, 13, 6, 6
2017/11/15, 103, 62, 4, 16, 7, 8
2017/11/16, 138, 49, 10, 16, 7, 6
2017/11/17, 109, 44, 18, 11, 5, 5
2017/11/18, 95, 24, 21, 6, 3, 4
2017/11/19, 54, 24, 22, 9, 3, 4
2017/11/20, 54, 48, 11, 15, 6, 7
2017/11/21, 107, 58, 3, 15, 7, 10
2017/11/22, 127, 58, 5, 18, 7, 9
2017/11/23, 125, 49, 8, 18, 7, 7
2017/11/24, 108, 46, 12, 14, 6, 7
2017/11/25, 103, 32, 19, 9, 4, 5
2017/11/26, 70, 46, 8, 16, 6, 7
2017/11/27, 107, 54, 7, 21, 9, 7
2017/11/28, 116, 52, 8, 19, 8, 8
2017/11/29, 118, 48, 3, 17, 6, 7
2017/11/30, 115, 33, 13, 11, 4, 4
2017/12/1, 92, 55, 5, 13, 6, 7
2017/12/2, 118, 64, 7, 14, 7, 8
2017/12/3, 145, 34, 14, 11, 5, 5
2017/12/4, 82, 30, 19, 10, 4, 4
